classtype,flagno,storeno,storename,undertaker,storeaddr,contacttel,taxno
1,5396,A001483,棉花田生機園地民生門市,方文哲,105臺北市松山區民生東路四段55巷30號1F,02-25791777#218,
1,5396,A001445,萊爾富國際股份有限公司-北市開利店,卓東平,"111臺北市士林區社子街142,144號",02-66068688分機356,
1,5396,A001441,萊爾富國際股份有限公司-北市正泉店,卓東平,100臺北市中正區泉州街31.34號1樓,02-66068688分機356,
1,5396,A001440,萊爾富國際股份有限公司-北市內湖二店,卓東平,114臺北市內湖區成功路二段318之1號,02-66068688分機356,
1,5396,A001435,萊爾富國際股份有限公司-北市社正店,卓東平,111臺北市士林區社正路27號,02-66068688分機356,
1,5396,A001433,萊爾富國際股份有限公司-北市港成店,卓東平,115臺北市南港區玉成街27之1號,02-66068688分機356,
1,5396,A001427,萊爾富國際股份有限公司-北市士東店,卓東平,111臺北市士林區中山北路六段429號,02-66068688分機356,
1,5396,A001419,萊爾富國際股份有限公司-北市延平二店,卓東平,111臺北市士林區延平北路五段138號,02-66068688分機356,
1,5396,A001417,萊爾富國際股份有限公司-北市港捷店,卓東平,115臺北市南港區經貿二路1號(南港展覽館),02-66068688分機356,
1,5396,A001416,萊爾富國際股份有限公司-北市正宏店,卓東平,100臺北市中正區八德路一段46號,02-66068688分機356,
1,5396,A001413,萊爾富國際股份有限公司-北市木新三店,卓東平,116臺北市文山區木新路二段163號,02-66068688分機356,
1,5396,A001412,萊爾富國際股份有限公司-北市安弘店,卓東平,106臺北市大安區安居街10號,02-66068688分機356,
1,5396,A001407,萊爾富國際股份有限公司-北市松柏店,卓東平,105臺北市松山區光復北路102號,02-66068688分機356,
1,5396,A001405,萊爾富國際股份有限公司-北市正童店,卓東平,100臺北市中正區中山南路8號(台大兒童綜合醫院),02-66068688分機356,
1,5396,A001402,萊爾富國際股份有限公司-北市寶德店,卓東平,105臺北市松山區南京東路5段61.63號,02-66068688分機356,
1,5396,A001396,萊爾富國際股份有限公司-北市中國店,卓東平,116臺北市文山區興隆路三段56號(中國科技大學),02-66068688分機356,
1,5165,S000217,7-11東敏門市,廖培雁,829高雄市湖內區湖東村東方路103-1、103-2號,02-27478711#3961,
1,5165,S000187,7-11中民門市,廖培雁,824高雄市燕巢區南燕村中民路663之9號,02-27478711#3961,
1,5165,S000186,7-11新隆豐門市,廖培雁,825高雄市橋頭區仕隆村隆豐路275號,02-27478711#3961,
1,5165,S000181,7-11鳳陽門市,廖培雁,830高雄市鳳山市鳳林路139號,02-27478711#3961,
1,5165,S000180,7-11鳳文門市,廖培雁,830高雄市鳳山市文衡路50號,02-27478711#3961,
1,5165,S000178,7-11仁雄門市,廖培雁,814高雄市仁武區灣內村鳳仁路47號,02-27478711#3961,
1,5165,S000172,7-11蕙馨門市,廖培雁,822高雄市阿蓮區阿蓮村中正路188-8號,02-27478711#3961,
1,5165,S000166,7-11醫守門市,廖培雁,824高雄市燕巢區角宿村義大路8號,02-27478711#3961,
1,5165,S000159,7-11台興門市,廖培雁,820高雄市岡山鎮台上里嘉新東路136號,02-27478711#3961,
1,5165,S000154,7-11工協門市,廖培雁,830高雄市鳳山市埤頂里建國路一段51號1樓,02-27478711#3961,
1,5165,S000152,7-11愛萣門市,廖培雁,852高雄市茄萣區仁愛路二段185.187號,02-27478711#3961,
1,5165,S000151,7-11甲圍門市,廖培雁,825高雄市橋頭區甲北村甲圍路71號,02-27478711#3961,
1,5165,S000150,7-11黃埔門市,廖培雁,830高雄市鳳山市鎮東里光遠路73號.,02-27478711#3961,
1,5165,S000149,7-11大社門市,廖培雁,815高雄市大社區翠屏村三民路304號,02-27478711#3961,
1,5165,S000146,7-11澄合門市,廖培雁,814高雄市仁武區灣內村仁光路160號,02-27478711#3961,
1,5165,S000138,7-11園東門市,廖培雁,832高雄市林園區東林村林園北路2號,02-27478711#3961,
1,5165,S000136,7-11長澄門市,廖培雁,833高雄市鳥松區大埤路123號,02-27478711#3961,
1,5165,S000127,7-11建泰門市,廖培雁,830高雄市鳳山市誠義路2號,02-27478711#3961,
1,5165,S000120,7-11永仁門市,廖培雁,814高雄市仁武區八卦村永仁街436號,02-27478711#3961,
1,5165,S000118,7-11新兆湘門市,廖培雁,820高雄市岡山鎮信義里介壽路10巷25弄9.15號,02-27478711#3961,
1,5165,S000117,7-11家恩門市,廖培雁,814高雄市仁武區中華路46號,02-27478711#3961,
