classtype,flagno,storeno,storename,undertaker,storeaddr,contacttel,taxno
1,6851,D000371,SYM_世國車業,丁世國,702臺南市南區建南路261號,06-2615837,
1,6837,V000127,益利車業行,林清發,950臺東縣台東市自強里新生路303號1樓,(089)324769,
1,6837,V000125,東山機車行,許晉彰,956臺東縣關山鎮月眉里中和路83號,(089)811442,
1,6837,V000121,東憶機車行,林俊陞,950臺東縣台東市中興路3段548號,0980002901,
1,6837,H001297,聯誠車業行,陳志榮,338桃園市蘆竹區營盤村中山路148號1樓,3223958,
1,6837,H001295,洪興車業,蔡登富,338桃園市蘆竹區六福路102號,3211499,
1,6836,V000123,樺陽車業行,王晃華,950臺東縣台東市鐵花里新生路75號,089-341771,
1,6771,N000004,興業建設股份有限公司員林分公司,陳奕輝,513彰化縣埔心鄉瓦南村中山路319號,04-8315058#501,
1,666,R000001,遠百企業股份有限公司台南分公司_愛買,胡玉華,710臺南市永康區中正南路533號,06-2542532,
1,666,O000001,遠百企業股份有限公司新竹分公司,郭春雨,300新竹市-公道五路二段469號,03-6200071,
1,666,H000009,大潤發流通事業股份有限公司中壢分公司,李旭城,320桃園市中壢區中北路2段468號地上1、2樓、地下1樓,03-4388288#501,
1,9361,C000150,昌億機車行,吳金波,204基隆市安樂區安一路207號,02-24237417,
1,9360,Q000225,光亮機車行,王文亮,613嘉義縣朴子市開元路478號,05-3795407,
1,9360,N000422,伸益機車有限公司,柯順記,509彰化縣伸港鄉新港村新港路119-1號,04-7981215,
1,9360,N000375,冠緯車業有限公司,黃仲裕,510彰化縣員林市大同路２段３４１﹒３４３﹒３４５號,04-8323040,
1,9360,F002212,源福車業行,邱郁翔,242新北市新莊區民安西路318號,02-22042398,
1,9360,D000400,和順機車行,陳永大,701臺南市東區東安路41號,062378911,
1,9360,C000150,昌億機車行,吳金波,204基隆市安樂區安一路207號,02-24237417,
1,929,H000009,大潤發流通事業股份有限公司中壢分公司,李旭城,320桃園市中壢區中北路2段468號地上1、2樓、地下1樓,03-4388288#501,
1,929,F000002,遠百企業股份有限公司永和分公司,郭立綏,234新北市永和區民生路46巷56號,02-29488988,
1,929,E000001,遠百企業股份有限公司高雄平等分公司,施碧芬,807高雄市三民區平等路171號,07-3860600,
1,929,A000022,潤泰創新國際股份有限公司中崙分公司,徐哲光,104臺北市中山區八德路二段306號地下2樓之3、地下3樓,02-2779006#501,
1,9213,R000435,KYMCO_銘揚車業行,鍾銅城,710臺南市永康區中山路262號,06-2323243,
1,9213,Q000220,文欽機車行,何先生,613嘉義縣朴子市大同路174號,05-3798269,
1,9213,Q000218,崑發機車行,李政樟,613嘉義縣朴子市南通路3段575號,05-3797777,
1,9213,H001327,世一機車行,邱繼騰,334桃園市八德區建國路1190號,03-3663779,
1,9213,C000138,杰奇機車行,林文奇,205基隆市暖暖區八西里過港路252號1樓,02-24560719,
1,9212,H001356,冠億車業,羅振嘉,324桃園市平鎮區金陵路312號1樓,4683811,
1,9212,F002158,建榮機車行,程樹欉,220新北市板橋區四川路二段29號,02-89668703,
1,9211,H001327,世一機車行,邱繼騰,334桃園市八德區建國路1190號,03-3663779,
1,9210,O000309,陞鴻機車行,郭彩雲,300新竹市光復路2段930號,03-5250185,
1,9210,D000383,KYMCO_協昌車業,蔡宗穆,702臺南市南區金華路二段319號,06-2617779,
1,9210,D000342,KYMCO_尚德車業行,蔣紹銘,701臺南市東區崇善路200號,06-2696255,
1,9204,P000238,南都汽車股份有限公司北港營業所,郭榮林,651雲林縣北港鎮華勝路356號,05-7837833,
1,9203,P000238,南都汽車股份有限公司北港營業所,郭榮林,651雲林縣北港鎮華勝路356號,05-7837833,
1,9202,P000237,南都汽車股份有限公司斗六營業所,劉勝和,640斗六市大學路二段9號,05-5346511,
1,9121,M000227,欣農發實業股份有限公司,李佩真,557南投縣竹山鎮延正里江西路38-2號,049-2631234,
1,9099,G000055,家福股份有限公司宜蘭分公司,張卿善,260宜蘭縣宜蘭市民權路二段38巷2號B2,03-9361188#880,
1,9099,G000010,喜互惠生鮮超市蘇澳店,林文良,270宜蘭縣蘇澳鎮蘇港路311號,03-9952000,
1,8992,N000385,全陽機車行,趙偉勝,500彰化縣彰化市光復路33號,04-7384997,
1,8992,F002212,源福車業行,邱郁翔,242新北市新莊區民安西路318號,02-22042398,
1,8992,C000159,新發機車行,蕭定輔,203基隆市中山區西定路299號,02-24226594,
1,8907,Q000180,富發車行,吳國智,612嘉義縣太保市麻寮里中山路二段151號,05-2373207,
1,8907,N000354,良美機車企業行,王芷妍,502彰化縣芬園鄉芬草路二段159號,049-2522810,
1,8907,D000394,昶興機車行,杜淵裕,701臺南市東區裕豐街184號,062003206,
1,8907,C000172,新宏富車業有限公司,林宏波,201基隆市信義區東信路150號,02-24654037,
1,8906,N000389,旭發機車行,王秋蘭,500彰化縣彰化市彰南路二段108號,04-7384997,
1,8906,N000375,冠緯車業有限公司,黃仲裕,510彰化縣員林市大同路２段３４１﹒３４３﹒３４５號,04-8323040,
1,8906,N000373,山陽輪業有限公司,徐永昌,510彰化縣員林市中山路１段５１９號１樓,04-8323501,
1,8906,N000370,泰安機車行,郭陳淑花,505彰化縣鹿港鎮民權路２７號,04-7222030,
1,8906,C000150,昌億機車行,吳金波,204基隆市安樂區安一路207號,02-24237417,
1,8905,N000354,良美機車企業行,王芷妍,502彰化縣芬園鄉芬草路二段159號,049-2522810,
1,8905,K000285,台豐機車行,張日奎,369苗栗縣卓蘭鎮新厝里中正路15號,042-5893198,
1,8905,K000280,金泰機車行,黃文星,351苗栗縣頭份市新華里中正一路11鄰28號,037-675959,
1,8905,K000279,全輪機車行,傅阿蘭,352苗栗縣三灣鄉三灣村中正路198號,037-831038,
1,8905,C000180,明達機車行,江錫冠,206基隆市七堵區明德二路15之21號,02-24513855,
1,8905,C000172,新宏富車業有限公司,林宏波,201基隆市信義區東信路150號,02-24654037,
1,8904,N000389,旭發機車行,王秋蘭,500彰化縣彰化市彰南路二段108號,04-7384997,
1,8904,N000374,信源車業有限公司,陳國仁,520彰化縣田中鎮員集路一段915號,04-8742658,
1,8904,N000370,泰安機車行,郭陳淑花,505彰化縣鹿港鎮民權路２７號,04-7222030,
1,8904,N000352,金馬機車行,李炳富,500彰化縣彰化市中山路２段549號1.2樓,04-7223724,
1,8904,K000289,永興車業行,謝文輝,360苗栗縣苗栗市清華里6鄰為公路161號,037-270102,
1,8904,K000288,敬悅機車行,湯仁均,360苗栗縣苗栗市恭敬里信義街17號1樓,037-359290,
1,5467,I000153,滿金機車行,袁明豪,600嘉義市民生南路570號,05-2350282,
1,5466,V000112,金昌機車行,林金澤,950臺東縣台東市臺東市民生里更生路146號1樓,089-325450,
1,5466,V000111,順陽車業有限公司,廖中義,950臺東縣台東市臺東市自強里新生路307-309號,089-323358,
1,5466,I000178,德勝機車行,方德成,600嘉義市西區民生南路878號,05-2851482,
1,5444,T000235,萊爾富國際股份有限公司-屏東屏香店,卓東平,900屏東縣屏東市瑞光路二段252號,02-66068688分機356,
1,5444,T000224,萊爾富國際股份有限公司-屏東屏南店,卓東平,900屏東縣屏東市建國路99-1號,02-66068688分機356,
1,5444,S000359,萊爾富國際股份有限公司-高縣高林店,卓東平,832高雄市林園區忠孝西路３５號及福興街１８２號,02-66068688分機356,
1,5444,S000356,萊爾富國際股份有限公司-高縣永新店,卓東平,828高雄市永安區維新路155-1號,02-66068688分機356,
1,5444,S000350,萊爾富國際股份有限公司-高縣仁忠店,卓東平,814高雄市仁武區仁忠路86、92號,02-66068688分機356,
1,5444,S000346,萊爾富國際股份有限公司-鳳山鳳育店,卓東平,830高雄市鳳山市鳳育路2號,02-66068688分機356,
1,5444,S000338,萊爾富國際股份有限公司-高縣鳳林二店,卓東平,831高雄市大寮區鳳林四路170之9號,02-66068688分機356,
1,5444,S000333,萊爾富國際股份有限公司-高縣高建店,卓東平,832高雄市林園區東林西路366號1樓,02-66068688分機356,
1,5444,S000329,萊爾富國際股份有限公司-鳳山文澄店,卓東平,830高雄市鳳山市文澄街24.26號,02-66068688分機356,
1,5444,S000326,萊爾富國際股份有限公司-高縣松陽店,卓東平,833高雄市鳥松區大華村本館路279號,02-66068688分機356,
1,5444,S000324,萊爾富國際股份有限公司-高縣高貴店,卓東平,820高雄市岡山鎮台上里16鄰嘉新東路79之5號,02-66068688分機356,
1,5444,R000376,萊爾富國際股份有限公司-南縣南工店,卓東平,717臺南市仁德區中正路一段340號,02-66068688分機356,
1,5444,R000375,萊爾富國際股份有限公司-南縣南傑店,卓東平,717臺南市仁德區二行村中正西路21號,02-66068688分機356,
1,5444,R000374,萊爾富國際股份有限公司-南縣佳平店,卓東平,722臺南市佳里區延平路471號,02-66068688分機356,
1,5444,Q000155,萊爾富國際股份有限公司-嘉縣嘉梅店,卓東平,603嘉義縣梅山鄉中山路579號,02-66068688分機356,
1,5444,Q000152,萊爾富國際股份有限公司-嘉縣嘉竹店,卓東平,604嘉義縣竹崎鄉紫雲村大竹圍14-9號,02-66068688分機356,
1,5444,P000230,萊爾富國際股份有限公司-斗六雲站店,卓東平,雲林縣斗六鎮民生路187號2樓(斗六車站),02-66068688分機356,
1,5444,O000274,萊爾富國際股份有限公司-新竹埔東店,卓東平,300新竹市香山區牛埔東路6號,02-66068688分機356,
1,5444,O000272,萊爾富國際股份有限公司-新竹關東橋店,卓東平,"300新竹市東區光復路一段89巷115,117,119號",02-66068688分機356,
1,5444,O000268,萊爾富國際股份有限公司-新竹竹站店,卓東平,300新竹市東區中正路1號,02-66068688分機356,
1,5444,O000266,萊爾富國際股份有限公司-新竹竹森店,卓東平,300新竹市東區林森路46號B1-4樓.,02-66068688分機356,
1,5444,O000265,萊爾富國際股份有限公司-新竹竹華店,卓東平,300新竹市香山區五福路二段707號(中華大學第三宿舍),02-66068688分機356,
1,5444,O000262,萊爾富國際股份有限公司-新竹北大店,卓東平,300新竹市北區北大路284號,02-66068688分機356,
1,5444,O000260,萊爾富國際股份有限公司-新竹南大三店,卓東平,300新竹市東區南大路555號,02-66068688分機356,
1,5444,O000253,萊爾富國際股份有限公司-新竹竹化店,卓東平,300新竹市東區埔頂路71號,02-66068688分機356,
1,5444,O000247,萊爾富國際股份有限公司-新竹竹橋店,卓東平,300新竹市東區明湖路712號,02-66068688分機356,
1,5444,O000234,萊爾富國際股份有限公司-新竹竹磐店,卓東平,300新竹市北區西大路734號1F,02-66068688分機356,
1,5444,O000225,萊爾富國際股份有限公司-新竹竹沐店,卓東平,300新竹市東區經國路一段379巷1號,02-66068688分機356,
1,5444,O000224,萊爾富國際股份有限公司-新竹北大三店,卓東平,300新竹市北區北大路162號,02-66068688分機356,
1,5444,O000222,萊爾富國際股份有限公司-新竹竹遠店,卓東平,300新竹市北區西大路491、491~1號,02-66068688分機356,
1,5444,O000220,萊爾富國際股份有限公司-新竹竹純店,卓東平,300新竹市東區埔頂路311號,02-66068688分機356,
1,5444,O000219,萊爾富國際股份有限公司-新竹香北店,卓東平,300新竹市香山區香北路150號,02-66068688分機356,
1,5444,O000214,萊爾富國際股份有限公司-新竹武陵二店,卓東平,300新竹市北區金竹路115號,02-66068688分機356,
1,5444,O000213,萊爾富國際股份有限公司-新竹金山店,卓東平,300新竹市東區金山街45、47號,02-66068688分機356,
1,5444,O000212,萊爾富國際股份有限公司-新竹南大店,卓東平,300新竹市東區振興路83號,02-66068688分機356,
1,5444,N000324,萊爾富國際股份有限公司-員林彰百店,卓東平,510彰化縣員林市員水路一段170號,02-66068688#356,
1,5444,N000323,萊爾富國際股份有限公司-福興番花店,陳欣怡,506彰化縣福興鄉同安村3鄰番安路二段867號,02-89789898#335,
1,5444,N000322,萊爾富國際股份有限公司-溪湖彰湖店,卓東平,514彰化縣溪湖鎮東溪里員鹿路一段253號,02-66068688#356,
1,5444,N000320,萊爾富國際股份有限公司-員林中州店,卓東平,510彰化縣員林市山腳路三段二巷六號﹙中洲管理學院﹚,02-66068688#356,
1,5444,N000319,萊爾富國際股份有限公司-彰縣彰壇店,陳心怡,503彰化縣花壇鄉番花路5號,02-89789898#325,
1,5444,N000317,萊爾富國際股份有限公司-彰化彰慶店,卓東平,500彰化縣彰化市辭修路515號,02-66068688#356,
1,5444,N000314,萊爾富國際股份有限公司-彰化國聖店,卓東平,500彰化縣彰化市中山路三段706號,02-66068688#356,
1,8904,K000284,宏輪機車行,陳永德,364苗栗縣大湖鄉明湖村6鄰中原路24號,037-991526,
1,8904,K000283,泉盛車行,林隆泉,363苗栗縣公館鄉五谷村12鄰51號,037-226804,
1,8904,K000282,騰翔機車行,黃謝鳳垣,353苗栗縣南庄鄉東村9鄰中正路82號,037-822222,
1,8904,K000281,良友機車行,徐文良,351苗栗縣頭份市成功里10鄰建國路191號1樓,037-664004,
1,8904,K000278,永宏機車行,吳煥榮,351苗栗縣頭份市新華里12鄰中正一路74號,037-687549,
1,8904,K000275,楓城機車行,林慶城,356苗栗縣後龍鎮北龍里1鄰中華路60-16號,037-722660,
1,8904,K000274,宜昌輪業有限公司,柳宗則,356苗栗縣後龍鎮中山路22號,037-722338,
1,8904,K000272,明村機車行,羅明村,358苗栗縣苑裡鎮苑南里2鄰建國路5號1樓,037-865530,
1,8904,H001358,和昇機車行,游孟昌,324桃園市平鎮區金陵路240號1樓,4581191,
1,8904,D000335,SYM_家偉車業,吳家偉,708臺南市安平區建平七街197號,06-2934453,
1,8904,C000150,昌億機車行,吳金波,204基隆市安樂區安一路207號,02-24237417,
1,8903,R000449,孟進車業行,陳信言,712臺南市新化區中山路260號1F,065907467,
1,8903,N000421,永晟機車行,葉月珠,500彰化縣彰化市大埔路457號,04-7125958,
1,8903,N000356,東陽機車行,陳玉華,511彰化縣社頭鄉員集路２段３３３號,04-8732927,
1,8903,N000345,泉興機車股份有限公司,呂嘉甫,505彰化縣鹿港鎮彰鹿路８段２０號１樓,04-7772363,
1,8903,K000287,大弘車業商行,佘秀嬌,351苗栗縣頭份市民族路358號,037-680218,
1,8903,K000285,台豐機車行,張日奎,369苗栗縣卓蘭鎮新厝里中正路15號,042-5893198,
1,8903,C000180,明達機車行,江錫冠,206基隆市七堵區明德二路15之21號,02-24513855,
1,8902,R000450,太子機車行,黃鳳嬌,712臺南市新化區太平里中正路635號,06-5985521,
1,8902,N000437,六順輪業行,呂啟榮,500彰化縣彰化市辭修路128巷32號,04-7240758,
1,8902,N000436,宏進機車行,林珈蓁,500彰化縣彰化市莿桐里彰水路50之1號,04-7632227,
1,8902,N000435,裕木機車行,林裕木,508彰化縣和美鎮鎮平里彰草路二段674號,04-7526391,
1,8902,N000432,宏興機車行,洪西庚,526彰化縣二林鎮北平里二溪路一段93號,04-8961546,
1,8902,N000430,春興機車行,陳文東,521彰化縣北斗鎮居仁里地政路328號,04-8884783,
1,8902,N000427,明利機車行,王靖雯,524彰化縣溪州鄉東州村登山路４段333號1樓,04-8896165,
1,8902,N000426,聖豐車業商行,廖麒翔,524彰化縣溪州鄉瓦厝村中山路三段389，391號,04-8896132,
1,8902,N000420,進昌機車行,李文修,500彰化縣彰化市延平里大埔路586號,04-7115269,
1,8902,K000291,翊富機車行,翁文忠,360苗栗縣苗栗市嘉盛里為公路401號,037-267598,
1,8902,K000290,冠榮機車行,曾淑觀,360苗栗縣苗栗市福麗里6鄰至公路228號1樓,037-320697,
1,8902,K000277,增欣機車行,劉雪玉,351苗栗縣頭份市忠孝里5鄰中華路1012號,037-663313,
1,8902,K000271,錦達機車行,洪淑美,358苗栗縣苑裡鎮山腳里7鄰山腳167號,037-740467,
1,8902,K000269,永亨輪業有限公司,林錦洲,357苗栗縣通霄鎮平元里19鄰南和路一段5號,037-756888,
1,8902,K000265,全順機車行,吳淑芬,358苗栗縣苑裡鎮田心里6鄰田心77-1號,037-853818,
1,8902,C000188,宏堂機車行,洪炳堂,205基隆市暖暖區東碇路538號,02-24585656,
1,8902,C000186,寬達機車行,黃寬達,204基隆市安樂區安樂路一段121號1樓,02-24300169,
1,8902,C000170,順利機車行,張順利,202基隆市中正區北寧路368號,02-24695155,
1,8902,C000159,新發機車行,蕭定輔,203基隆市中山區西定路299號,02-24226594,
1,8822,K000226,順興機車行,吳進欽,360苗栗縣苗栗市勝利里31鄰新東街160號,037-355930,
1,8821,K000251,尚麒機車行,朱國禎,350苗栗縣竹南鎮光復路345號,037-481530,
1,8821,K000246,益昇機車行,古成亮,350苗栗縣竹南鎮大營路80號,037-460193,
1,8821,K000239,交通機車行,傅紹保,351苗栗縣頭份市民族路183號,037-668365,
1,8821,C000138,杰奇機車行,林文奇,205基隆市暖暖區八西里過港路252號1樓,02-24560719,
1,8820,D000401,新益昌車行,邱聖佳,701臺南市東區崇德路659號之10,06-2681111,
1,8819,N000391,大益機車行,黃金蘭,510彰化縣員林市中山路２段５５８號,04-8313271,
1,8819,N000380,進達車業有限公司,陳朝勝,512彰化縣永靖鄉瑚璉路３６５號,04-8239110,
1,8819,N000379,進程車業有限公司,黃寶玉,506彰化縣福興鄉沿海路３段１７３，１７５號,04-7702273,
1,8819,N000350,昌盛車業有限公司,林昌敏,524彰化縣溪州鄉溪林路４０號,04-8895020,
1,8819,N000346,連瑩機車商行,粘文寬,506彰化縣福興鄉沿海路５段１８６號,04-7787018,
1,8819,K000256,廣達機車行,彭劉玉英,363苗栗縣公館鄉鶴山村11鄰145號,037-226700,
1,8819,K000255,三鈴機車行,黃盈胤,360苗栗縣苗栗市中山路35號,037-2666662,
1,8819,K000250,均堉車業行,黃順章,351苗栗縣頭份市自強里中華路1235號,037-696125,
1,8819,K000247,銘發機車行,傅紹發,351苗栗縣頭份市新華里12鄰中正一路106號,037-668391,
1,8819,K000245,合興機車行,邱徐月娥,366苗栗縣銅鑼鄉銅鑼村29鄰中正路64號,037-981165,
1,8819,K000244,宏賢車業有限公司,曾錦昌,358苗栗縣苑裡鎮客庄里12鄰中山路2-4號,037-866168,
1,8818,D000401,新益昌車行,邱聖佳,701臺南市東區崇德路659號之10,06-2681111,
1,8817,N000342,谷村車業有限公司,林谷村,508彰化縣和美鎮東溪路４６號,04-7355185,
1,5396,H000896,萊爾富國際股份有限公司-八德廣興店,卓東平,"334桃園市八德區廣興路798-1號,新興路280-1號",02-66068688分機356,
1,5396,H000893,萊爾富國際股份有限公司-中壢陸專店,卓東平,320桃園市中壢區中山東路四段113號,02-66068688分機356,
1,5396,H000891,萊爾富國際股份有限公司-桃市桃敬店,卓東平,330桃園市桃園區莊敬路二段195號,02-66068688分機356,
1,5396,H000888,萊爾富國際股份有限公司-中壢環北店,卓東平,320桃園市中壢區環北路1號,02-66068688分機356,
1,5396,H000884,萊爾富國際股份有限公司-桃縣楊福店,卓東平,326桃園市楊梅區福德街66、68號,02-66068688分機356,
1,5396,H000882,萊爾富國際股份有限公司-桃縣彩虹店,卓東平,333桃園市龜山區新興村下山?23號(成功工商信樓B1),02-66068688分機356,
1,5396,H000880,萊爾富國際股份有限公司-桃市文中店,卓東平,330桃園市桃園區文中路333、335號,02-66068688分機356,
1,5396,H000878,萊爾富國際股份有限公司-桃縣南竹店,卓東平,338桃園市蘆竹區南竹路五段243.247號,02-66068688分機356,
1,5396,G000303,喜互惠生鮮超市和平店,薛宸,264宜蘭縣礁溪鄉和平路120號,03-9225000,
1,5396,G000260,喜互惠生鮮超市吳沙店,王瑞淇,260宜蘭縣宜蘭市中山路5段191號,03-9284000,
1,5396,G000219,萊爾富國際股份有限公司-宜蘭佛光店,卓東平,262宜蘭縣礁溪鄉林美村林尾路160號(佛光大學),02-66068688分機356,
1,5396,G000212,萊爾富國際股份有限公司-宜蘭宜中店,卓東平,260宜蘭縣宜蘭市民族路396號,02-66068688分機356,
1,5396,G000016,喜互惠生鮮超市冬山店,王瑞淇,269宜蘭縣冬山鄉冬山路一段986巷5號,03-9593300,
1,5396,G000014,喜互惠生鮮超市民權店,李秀螇,265宜蘭縣羅東鎮中興路1號,03-9571000,
1,5396,G000012,喜互惠生鮮超市羅東店,林廉凱,265宜蘭縣羅東鎮純精路三段445號,03-9575400,
1,5396,F001948,萊爾富國際股份有限公司-北縣板富店,卓東平,220新北市板橋區板新路1號,02-66068688分機356,
1,5396,F001944,萊爾富國際股份有限公司-北縣遠東店,卓東平,235新北市中和區建八路116號,02-66068688分機356,
1,5396,F001941,萊爾富國際股份有限公司-北縣海山店,卓東平,236新北市土城區明德路二段131號,02-66068688分機356,
1,5396,F001939,萊爾富國際股份有限公司-北縣板速店,卓東平,220新北市板橋區縣民大道二段7號B1,02-66068688分機356,
1,5396,F001926,萊爾富國際股份有限公司-北縣重旺店,卓東平,241新北市三重區尚德里仁愛街70號,02-66068688分機356,
1,5396,F001922,萊爾富國際股份有限公司-北縣西雲店,卓東平,248新北市五股區西雲路134、134之1號一樓,02-66068688分機356,
1,5396,F001914,萊爾富國際股份有限公司-北縣莊敬店,卓東平,231新北市新店區中正路525號,02-66068688分機356,
1,5396,F001912,萊爾富國際股份有限公司-北縣三峽店,卓東平,237新北市三峽區中正路一段75-1號,02-66068688分機356,
1,5396,F001911,萊爾富國際股份有限公司-北縣鷺江店,卓東平,247新北市蘆洲區民權路113號,02-66068688分機356,
1,5396,F001905,萊爾富國際股份有限公司-北縣和圓店,卓東平,235新北市中和區圓通路2.4.6號,02-66068688分機356,
1,5396,F001895,萊爾富國際股份有限公司-北縣三和二店,卓東平,241新北市三重區三和路三段137號,02-66068688分機356,
1,5396,F001894,萊爾富國際股份有限公司-北縣三愛店,卓東平,241新北市三重區仁愛街390號,02-66068688分機356,
1,5396,F001887,萊爾富國際股份有限公司-北縣蘆中店,卓東平,"247新北市蘆洲區中山一路287,289號",02-66068688分機356,
1,5396,F001877,萊爾富國際股份有限公司-北縣重愛店,卓東平,241新北市三重區仁愛街329號,02-66068688分機356,
1,5396,F001868,萊爾富國際股份有限公司-北縣淡虹店,卓東平,251新北市淡水區淡金路五段20-22號,02-66068688分機356,
1,5396,F001867,萊爾富國際股份有限公司-北縣橋安店,卓東平,235新北市中和區中山路二段352號,02-66068688分機356,
1,5396,F001865,萊爾富國際股份有限公司-北縣長安二店,卓東平,247新北市蘆洲區長安街66號,02-66068688分機356,
1,5396,F001861,萊爾富國際股份有限公司-北縣蘆旺店,卓東平,247新北市蘆洲區正和街47號,02-66068688分機356,
1,5396,F001858,萊爾富國際股份有限公司-北縣板好店,卓東平,220新北市板橋區中正路341巷37號,02-66068688分機356,
1,5396,F001854,萊爾富國際股份有限公司-北縣重國店,卓東平,241新北市三重區自強路二段76號,02-66068688分機356,
1,5396,F001850,萊爾富國際股份有限公司-北縣碇晨店,卓東平,223新北市石碇區湳窟路2號,02-66068688分機356,
1,5396,F001846,萊爾富國際股份有限公司-北縣竹林店,卓東平,235新北市中和區華新街143巷12號(竹林中學教學大樓一樓),02-66068688分機356,
1,5396,F001842,萊爾富國際股份有限公司-北縣樹太店,卓東平,238新北市樹林區太平路150巷38號,02-66068688分機356,
1,5396,F001841,萊爾富國際股份有限公司-北縣莊玲店,卓東平,242新北市新莊區自信街77號,02-66068688分機356,
1,5396,F001840,萊爾富國際股份有限公司-北縣莊勝店,卓東平,242新北市新莊區幸福路562號,02-66068688分機356,
1,5396,F001834,萊爾富國際股份有限公司-北縣重萬店,卓東平,241新北市三重區中華路94號1樓,02-66068688分機356,
1,5396,F001833,萊爾富國際股份有限公司-北縣水源店,卓東平,235新北市中和區水源路73號,02-66068688分機356,
1,5396,F001828,萊爾富國際股份有限公司-北縣五興店,卓東平,248新北市五股區中興路二段13號1樓,02-66068688分機356,
1,5396,F001823,萊爾富國際股份有限公司-北縣化成二店,卓東平,242新北市新莊區化成路205號之1,02-66068688分機356,
1,5396,F001819,萊爾富國際股份有限公司-北縣蘆永店,卓東平,247新北市蘆洲區永樂街33號,02-66068688分機356,
1,5396,F001817,萊爾富國際股份有限公司-北縣三民店,卓東平,"241新北市三重區三民街100,102號",02-66068688分機356,
1,5444,N000308,萊爾富國際股份有限公司-埤頭明苑店,卓東平,523彰化縣埤頭鄉文化路369號﹙明道管理學院﹚,02-66068688#356,
1,5444,N000296,萊爾富國際股份有限公司-和美明昌店,卓東平,508彰化縣和美鎮彰新路五段464號,02-66068688#356,
1,5444,N000295,萊爾富國際股份有限公司-鹿港彰鼎店,卓東平,505彰化縣鹿港鎮頂草路一段106號,02-66068688#356,
1,5444,M000168,萊爾富國際股份有限公司-南投投喜店,卓東平,557南投縣竹山鎮自強路1號,02-66068688分機356,
1,5444,L000666,萊爾富國際股份有限公司-豐原成功店,卓東平,"420臺中市豐原區成功路148,150號",02-66068688分機356,
1,5444,L000659,萊爾富國際股份有限公司-太平新福店,卓東平,411臺中市太平區中山路四段135-137號,02-66068688分機356,
1,5444,L000655,萊爾富國際股份有限公司-中縣彈正店,卓東平,437臺中市大甲區彈正路1號,02-66068688分機356,
1,5444,L000652,萊爾富國際股份有限公司-中縣龍翔店,卓東平,426臺中市新社區復盛村11鄰興社街二段32之5號(陸軍航特部),02-66068688分機356,
1,5444,L000650,萊爾富國際股份有限公司-中縣常春藤店,卓東平,427臺中市潭子區潭興路一段165巷320號(私立常春藤高中),02-66068688分機356,
1,5444,L000647,萊爾富國際股份有限公司-中縣大甲店,卓東平,437臺中市大甲區經國路407號,02-66068688分機356,
1,5444,L000644,萊爾富國際股份有限公司-中縣中寶店,卓東平,437臺中市大甲區幼獅路1號,02-66068688分機356,
1,5444,L000637,萊爾富國際股份有限公司-豐原辰光店,卓東平,420臺中市豐原區安康路100號(署立豐原醫院),02-66068688分機356,
1,5444,L000633,萊爾富國際股份有限公司-太平光德店,卓東平,411臺中市太平區光德路379號,02-66068688分機356,
1,5444,L000632,萊爾富國際股份有限公司-中縣神大店,卓東平,429臺中市神岡區庄前村6鄰神林路88-6號,02-66068688分機356,
1,5444,L000626,萊爾富國際股份有限公司-豐原豐南店,卓東平,420臺中市豐原區豐南街88號,02-66068688分機356,
1,5444,L000620,萊爾富國際股份有限公司-大里立人店,卓東平,412臺中市大里區中興路二段380號B1(私立立人高中),02-66068688分機356,
1,5444,L000617,萊爾富國際股份有限公司-太平華中店,卓東平,411臺中市太平區?仔坑26號(華盛頓中學內),02-66068688分機356,
1,5444,L000612,萊爾富國際股份有限公司-中縣中神店,卓東平,429臺中市神岡區中山路1590號,02-66068688分機356,
1,5444,L000611,萊爾富國際股份有限公司-中縣中潭店,卓東平,428臺中市大雅區雅潭路182號,02-66068688分機356,
1,5444,K000198,萊爾富國際股份有限公司-苗縣興華店,卓東平,351苗栗縣頭份市中正一路401號1樓(興華中學內),02-66068688分機356,
1,5444,K000195,萊爾富國際股份有限公司-苗栗苗茂店,卓東平,360苗栗縣苗栗市中正路1378號,02-66068688分機356,
1,5444,K000193,萊爾富國際股份有限公司-苗縣苗港店,卓東平,356苗栗縣後龍鎮水尾里8鄰67之3、4號,02-66068688分機356,
1,5444,K000192,萊爾富國際股份有限公司-苗栗苗信店,卓東平,360苗栗縣苗栗市信義街8、10號1樓,02-66068688分機356,
1,5444,K000190,萊爾富國際股份有限公司-苗縣竹南站店,卓東平,350苗栗縣竹南鎮中山路166號2樓(竹南火車站),02-66068688分機356,
1,5444,K000184,萊爾富國際股份有限公司-苗縣苑裡店,卓東平,358苗栗縣苑裡鎮介壽路2之7號,02-66068688分機356,
1,5444,K000179,萊爾富國際股份有限公司-苗縣苗仁店,卓東平,356苗栗縣後龍鎮溪洲里砂崙湖79-9號,02-66068688分機356,
1,5444,K000174,萊爾富國際股份有限公司-苗縣自強店,卓東平,351苗栗縣頭份市自強路150巷2之5號,02-66068688分機356,
1,5444,K000170,萊爾富國際股份有限公司-苗縣苗華店,卓東平,356苗栗縣後龍鎮光華路421號,02-66068688分機356,
1,5444,J000208,萊爾富國際股份有限公司-竹縣朝陽店,卓東平,310新竹縣竹東鎮朝陽路20號,02-66068688分機356,
